,source_file,speaker_id,utterance,utt_id,region_id,c_type,target
3650,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,"At that point, I'm going to tell you the truth, I was selfish. The only thing I was thinking about was like, what am I gonna do? I'm losing all of my clothes. I have nothing to wear.",1635,PRV,copula,I was
3650,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,"At that point, I'm going to tell you the truth, I was selfish. The only thing I was thinking about was like, what am I gonna do? I'm losing all of my clothes. I have nothing to wear.",1635,PRV,copula,I was
3651,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,all of my family had gotten out and we were all under the same roof and everybody was okay. I was worried about my [clothes.],1639,PRV,copula,we were
3651,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,all of my family had gotten out and we were all under the same roof and everybody was okay. I was worried about my [clothes.],1639,PRV,copula,I was
3652,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,I was,1642,PRV,copula,I was
3653,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,nineteen. I was gonna turn twenty that next week.,1644,PRV,copula,I was
3654,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,[I was-] that's the only thing I was worried about.,1651,PRV,copula,I was
3654,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,[I was-] that's the only thing I was worried about.,1651,PRV,copula,I was
3655,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,"because I hadn't seen it, I didn't know how bad- They said it was bad, but I hadn't seen it for myself so I'm still thinking",1663,PRV,contracted,I'm
3656,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,We were all [together.],1686,PRV,copula,We were
3657,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,"everything was just like an assembly line. And my grandmother being the person that she was, she",1711,PRV,copula,she was
3658,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,[the- the] big room I was telling you about?,1715,PRV,copula,I was
3659,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,"And she would tell you the night before, okay, this is how who has to do this today, and I'm not playing. You will get up at this time,",1752,PRV,contracted,I'm
3660,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,they were in there stealing.,1790,PRV,copula,they were
3661,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,"I'm not saying that they stole my stuff, but when I looked down the hall, they had armful of stuff.",1792,PRV,contracted,I'm
3662,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,Was buying plenty clothes and still didn't have anywhere to put 'em because [I was] still in her house.,1848,PRV,copula,I was
3663,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,[That they] weren't gonna move back. And my grandmother was one of 'em. She was dead set,1960,PRV,copula,She was
3664,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,She was more concerned about getting herself back. [She didn't] care less whether anybody else came or not.,1968,PRV,copula,She was
3665,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,"[She] was like I'm moving back to Princeville if you all don't wanna go, that's fine with me. I'll move by myself.",1971,PRV,contracted,I'm
3666,PRV_se0_ag1_m_01_1,PRV_se0_ag1_m_01,we're moving to.,2011,PRV,contracted,we're
3667,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,they was point blank born and raised [in Princeville],47,PRV,copula,they was
3668,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,I'm having a [mind blank.],57,PRV,contracted,I'm
3669,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"Let's see, where they was gonna go. She went to- (whispered)",77,PRV,copula,they was
3670,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,[from] high school. That's all I'm gonna do. [So it's like] that.,102,PRV,contracted,I'm
3671,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,she's doing- she- she's a j-,115,PRV,contracted,she's
3671,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,she's doing- she- she's a j-,115,PRV,contracted,she's
3672,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,I think she's a junior.,121,PRV,contracted,she's
3673,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,She a junior. She's a junior.,123,PRV,contracted,She's
3674,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"Sur- Yeah she's a junior. She a junior at State. [She a junior at State, so.]",125,PRV,contracted,she's
3675,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"And she's or- she's from Princeville. Her mother still staying,",129,PRV,contracted,she's
3675,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"And she's or- she's from Princeville. Her mother still staying,",129,PRV,contracted,she's
3676,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"[It's-] Yeah. But I'm looking into it. I'm like,",206,PRV,contracted,I'm
3676,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"[It's-] Yeah. But I'm looking into it. I'm like,",206,PRV,contracted,I'm
3677,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,[I'm-],209,PRV,contracted,I'm
3678,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"I only got one more English to take, so I'm glad of that.",220,PRV,contracted,I'm
3679,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,that's all. I'm stopping there.,227,PRV,contracted,I'm
3680,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,I'm'a stop there. I'm [not going /unintelligible/.],229,PRV,contracted,I'm
3680,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,I'm'a stop there. I'm [not going /unintelligible/.],229,PRV,contracted,I'm
3681,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"I'm only taking one psych class, and that's a mini orientation class. It's new.",243,PRV,contracted,I'm
3682,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"I was like, God be with me, be with me. But um-",260,PRV,copula,I was
3683,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"I'm really not into like, working at night time.",272,PRV,contracted,I'm
3684,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"Gen. Ed. classes where I was like,",280,PRV,copula,I was
3685,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"<ts> It's just tough. Like, [even] when some weekends come I still feel like I'm doing work, like-",290,PRV,contracted,I'm
3686,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"like, wait, I got time to myself, but then I'm home this week,",294,PRV,contracted,I'm
3687,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"Thursday, [and I was like,]",298,PRV,copula,I was
3688,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,God [I'm],300,PRV,contracted,I'm
3689,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,ready- I'm [ready to get home.] I'm glad,302,PRV,contracted,I'm
3689,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,ready- I'm [ready to get home.] I'm glad,302,PRV,contracted,I'm
3690,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"So when I came yesterday, I sat home. I was- Oh I was in heaven, like,",306,PRV,copula,I was
3690,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"So when I came yesterday, I sat home. I was- Oh I was in heaven, like,",306,PRV,copula,I was
3691,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"thank you. I'm glad not to be in the dorm life, so",308,PRV,contracted,I'm
3692,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,I'm glad just to be home.,310,PRV,contracted,I'm
3693,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,I'm doing nothing.,314,PRV,contracted,I'm
3694,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"to the beach, and I'm /unintelligible/ like, you know, what? The beach /ain't/ too far for me, but",319,PRV,contracted,I'm
3695,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,<ts> I don't think I'm gonna [make it.],321,PRV,contracted,I'm
3696,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,Like I'm just gonna chill. Just out there /??/.,326,PRV,contracted,I'm
3697,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"now they gone to Greensboro. I'm like,",330,PRV,contracted,I'm
3698,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"she was like, you don't wanna go the ACC? I was like,",334,PRV,copula,she was
3698,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"she was like, you don't wanna go the ACC? I was like,",334,PRV,copula,I was
3699,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"So when I leave from here, I'm going home and [just]",339,PRV,contracted,I'm
3700,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"I'm leaving school work to the side cause I don't have nothing due, so",343,PRV,contracted,I'm
3701,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,So I'm just-,349,PRV,contracted,I'm
3702,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"[Then] when I come back, I'm like, okay, this, and I gotta get back on the ball and ready for- be ready for finals,",351,PRV,contracted,I'm
3703,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,I'm good to go.,356,PRV,contracted,I'm
3704,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"May the fourth, that's what I'm looking forward to.",360,PRV,contracted,I'm
3705,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,Then it's the summertime. Then I'm- I'm going- I'm-,365,PRV,contracted,I'm
3705,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,Then it's the summertime. Then I'm- I'm going- I'm-,365,PRV,contracted,I'm
3705,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,Then it's the summertime. Then I'm- I'm going- I'm-,365,PRV,contracted,I'm
3706,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,I don't know if I wanna- I think- I'm leaning towards doing it because I get ahead.,373,PRV,contracted,I'm
3707,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,I'm definitely gonna work.,379,PRV,contracted,I'm
3708,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"And um, she was like,",455,PRV,copula,she was
3709,PRV_se0_ag1_f_01_2,PRV_se0_ag1_f_01,"/RD-SCHOOL-2/ this, /RD-SCHOOL-2/ that, /RD-SCHOOL-2/ [and I] was like okay. I was like, let me try it out.",459,PRV,copula,I was
3710,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,they were asking people to come and give information.,3,PRV,copula,they were
3711,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,well people- I think they were aware of it but they were afraid,17,PRV,copula,they were
3711,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,well people- I think they were aware of it but they were afraid,17,PRV,copula,they were
3712,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,[Yeah he was- he] was gone away for a long time but his home-,106,PRV,copula,he was
3713,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"came in, told them who I [was and] what I was doing.",235,PRV,copula,I was
3714,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"you know, whom I'm represent",305,PRV,contracted,I'm
3715,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,they were supposed to get back in touch with us about it.,382,PRV,copula,they were
3716,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"you know we been traveling these areas a long time, nobody has gotten hit by a train",403,PRV,copula,we been
3717,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,You know we were in s- college together.,475,PRV,copula,we were
3718,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,You know what I'm saying?,485,PRV,contracted,I'm
3719,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"And I was looking at television one night on channel seventeen,",497,PRV,copula,I was
3720,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,they been working on this years and years ago.,538,PRV,copula,they been
3721,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"you know, sh- when she was- h- had the store,",675,PRV,copula,she was
3722,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"And she would uh, promise us, now when we're closed up we're just gonna take a ride and look at the town.",679,PRV,contracted,we're
3722,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"And she would uh, promise us, now when we're closed up we're just gonna take a ride and look at the town.",679,PRV,contracted,we're
3723,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,He was born and raised,828,PRV,copula,He was
3724,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,and he's still here.,834,PRV,contracted,he's
3725,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"[You know he's] here now, he's [married] and everything.",836,PRV,contracted,he's
3725,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"[You know he's] here now, he's [married] and everything.",836,PRV,contracted,he's
3726,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"And he was uh, a real real good football player.",846,PRV,copula,he was
3727,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,But she's dead but th- the niece,882,PRV,contracted,she's
3728,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"and he was some of the first ones I knew in the Marine Corps, [cause we] always said he was tough [<laugh>]",919,PRV,copula,he was
3728,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"and he was some of the first ones I knew in the Marine Corps, [cause we] always said he was tough [<laugh>]",919,PRV,copula,he was
3729,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,She teach school she's a,935,PRV,contracted,she's
3730,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,She's still here.,943,PRV,contracted,She's
3731,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,Prince /Court/ he was one of the founders.,955,PRV,copula,he was
3732,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"uh, he's up in",993,PRV,contracted,he's
3733,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,He's still a doctor.,997,PRV,contracted,He's
3734,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"they're doing so- sort of a historical thing about him, he was in the paper not too long [ago.]",1021,PRV,copula,he was
3735,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"you know, thought she was just doing it.",1092,PRV,copula,she was
3736,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"we were here, we'd gone /out/- gone uptown and gotten groceries and stuff like /just things/ we thought",1142,PRV,copula,we were
3737,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"was here, we were just sitting here watching out the door and I said, /RD-NAME-1/ it looks like it's gonna continue raining.",1150,PRV,copula,we were
3738,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,We're sorta on a [hill over here.],1157,PRV,contracted,We're
3739,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,And they were getting people out of the [houses],1195,PRV,copula,they were
3740,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"And so my husband walked down, he said, I'm'a walk down there and see what's going on.",1198,PRV,contracted,I'm
3741,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"so he said, I'm not gonna stay I'm going back home.",1216,PRV,contracted,I'm
3741,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"so he said, I'm not gonna stay I'm going back home.",1216,PRV,contracted,I'm
3742,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,And they were telling uh-,1235,PRV,copula,they were
3743,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"And uh, he was glad to go to the [last-]",1268,PRV,copula,he was
3744,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"[and] his wife got up to go to bathroom and she was asking what was wrong with the car,",1300,PRV,copula,she was
3745,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,but she was there giving her information as best she could.,1335,PRV,copula,she was
3746,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,That's where they had been in to check to see was anybody in there or,1378,PRV,copula,they had been
3747,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,Until we were able to get our paperwork and everything done and we w-,1424,PRV,copula,we were
3748,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,But they were so sweet and precious,1500,PRV,copula,they were
3749,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"I was sitting out looking,",1554,PRV,copula,I was
3750,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,lady that I was,1572,PRV,copula,I was
3751,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"first floor, she's from Detroit. Um,",76,PRV,contracted,she's
3752,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"/RD-NAME-2/. Her name is /RD-NAME-5/. [She's from Detroit], so.",80,PRV,contracted,She's
3753,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"North Carolina is [slow. You know?] I'm like, it is, you know, it's not like",116,PRV,contracted,I'm
3754,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,We don't really need it because we're big on,127,PRV,contracted,we're
3755,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,I was like-,134,PRV,copula,I was
3756,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"I was like, okay, I'm riding in a cab. [You know?]",138,PRV,contracted,I'm
3757,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"I was like, okay, I'm riding in a cab. [You know?]",138,PRV,copula,I was
3758,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"I never rode a cab when I was here like, uh, no, I have my own car.",140,PRV,copula,I was
3759,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"that's how it is. And /now-/ I get there now, I'm on the bus like,",143,PRV,contracted,I'm
3760,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,[I'm on a bus.],145,PRV,contracted,I'm
3761,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"I was there. I was- At least I was /at/ a two point five. But um,",169,PRV,copula,I was
3761,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"I was there. I was- At least I was /at/ a two point five. But um,",169,PRV,copula,I was
3761,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"I was there. I was- At least I was /at/ a two point five. But um,",169,PRV,copula,I was
3762,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"like I had Alice- She was- she was on the Alumni Board, so",170,PRV,copula,She was
3762,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"like I had Alice- She was- she was on the Alumni Board, so",170,PRV,copula,she was
3763,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"And I was glad- I was blessed to get both, so",209,PRV,copula,I was
3763,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"And I was glad- I was blessed to get both, so",209,PRV,copula,I was
3764,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,I'm telling myself I gotta keep my GPA up. I have to keep my GPA up.,211,PRV,contracted,I'm
3765,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,<exhale> I was- When I w- You know what?,219,PRV,copula,I was
3766,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"When I got here, I was like, you know what, I wanna do better than better, so.",238,PRV,copula,I was
3767,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"And when I come back, I'm better than- <laugh> Cause like, now, when I was just got back, I was like, okay.",246,PRV,contracted,I'm
3768,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"And when I come back, I'm better than- <laugh> Cause like, now, when I was just got back, I was like, okay.",246,PRV,copula,I was
3768,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"And when I come back, I'm better than- <laugh> Cause like, now, when I was just got back, I was like, okay.",246,PRV,copula,I was
3769,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,I'm gonna be better at- when I go back next- week after next.,264,PRV,contracted,I'm
3770,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"So um, right now, I'm just like okay.",266,PRV,contracted,I'm
3771,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,Yeah I've seen a lot of that stuff in my life. I'm-,150,PRV,contracted,I'm
3772,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,He was bleeding like I don't know what.,156,PRV,copula,He was
3773,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,[and] he was out there messing and didn't have no business out there.,190,PRV,copula,he was
3774,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"[Mm, uh-huh.] He was messing around with it.",197,PRV,copula,He was
3775,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,Yeah I was just /??/.,201,PRV,copula,I was
3776,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"Yeah, I was at school some too. But my education, I didn't ever get none of that.",286,PRV,copula,I was
3777,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"But the guy, way he was doing it, now he was, uh,",316,PRV,copula,he was
3777,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"But the guy, way he was doing it, now he was, uh,",316,PRV,copula,he was
3778,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,up to date man cause he /grew up/- he was born and raised on his daddy's farm.,318,PRV,copula,he was
3779,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,/Right after I was-/,427,PRV,copula,I was
3780,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,And I ain't- I- I been sick over it ever [since.],541,PRV,copula,I been
3781,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,[I'm telling you-],624,PRV,contracted,I'm
3782,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,I'm telling you,626,PRV,contracted,I'm
3783,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,they was in Conetoe's,657,PRV,copula,they was
3784,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,but I'm glad now it wont busy [cause],699,PRV,contracted,I'm
3785,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,But I'm sure where they got it cause they knew who he was.,731,PRV,contracted,I'm
3786,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,But I'm sure where they got it cause they knew who he was.,731,PRV,copula,he was
3787,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,They were younger- young- I would say,735,PRV,copula,They were
3788,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,they were fighting back around the backside up in there.,759,PRV,copula,they were
3789,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,And I was up there late. I was-,841,PRV,copula,I was
3789,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,And I was up there late. I was-,841,PRV,copula,I was
3790,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"When I was a boy,",843,PRV,copula,I was
3791,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"I was out in the yard, then she called me and told me she come over to /?/.",849,PRV,copula,I was
3792,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,And /unintelligible/ she wanted me to go get a piece of plyboard and put on her bed. She was in a wheelchair.,851,PRV,copula,She was
3793,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,Now she hired a guy cutting her grass. She was paying eight dollars every two weeks cut her grass.,857,PRV,copula,She was
3794,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"her daughter told her when she dies, they were gonna have her cremated,",869,PRV,copula,they were
3795,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,And I made sure she was in the bed every night from then on before I went to bed.,889,PRV,copula,she was
3796,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,and show her exactly what she was doing.,905,PRV,copula,she was
3797,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,If I stay /??/ I been out there twice a day,919,PRV,copula,I been
3798,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,It was like she was a mama to me /already/. [<laugh>],948,PRV,copula,she was
3799,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,I'm at the school one day last year. One of 'em come running out that door- Hey Granddaddy!,1018,PRV,contracted,I'm
3800,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"Cause he was out there the school playing,",1023,PRV,copula,he was
3801,PRV_se0_ag1_m_01_2,PRV_se0_ag1_m_01,"do all the things that they promised that they were gonna do that never happened like,",57,PRV,copula,they were
3802,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,And w- it- it's- it's- You have to get used [to it. I'm] [used to it.],13,PRV,contracted,I'm
3803,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I'm nineteen years old and- and a guy I know, just like, when it winter time, some days it's cold.",20,PRV,contracted,I'm
3804,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,I'm used to it.,44,PRV,contracted,I'm
3805,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,I'm [used to it.],46,PRV,contracted,I'm
3806,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[Cause last] week it was ridiculous it was [so hot.] We was like- in my dorm room, I was like,",58,PRV,copula,We was
3806,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[Cause last] week it was ridiculous it was [so hot.] We was like- in my dorm room, I was like,",58,PRV,copula,I was
3807,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"okay. I got air conditioning. When I go in my friend's room I'm like,",60,PRV,contracted,I'm
3808,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I'm a Psych major, so.",94,PRV,contracted,I'm
3809,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"he's their head principal at North Edgecombe High [School],",114,PRV,contracted,he's
3810,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I was like, no. I'm used to being here. I'm used to people in Princeville.",118,PRV,contracted,I'm
3810,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I was like, no. I'm used to being here. I'm used to people in Princeville.",118,PRV,contracted,I'm
3811,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I was like, no. I'm used to being here. I'm used to people in Princeville.",118,PRV,copula,I was
3812,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"At times I was like, oh my Lord I'm tired of driving, but",144,PRV,contracted,I'm
3813,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"At times I was like, oh my Lord I'm tired of driving, but",144,PRV,copula,I was
3814,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"Yes. Yes- [It's alright.] I'm glad to be away though. I am. I'm glad to be away. [Um,]",197,PRV,contracted,I'm
3814,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"Yes. Yes- [It's alright.] I'm glad to be away though. I am. I'm glad to be away. [Um,]",197,PRV,contracted,I'm
3815,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"We have ice, not snow. [They was like], no. Cause they can't understand like how",225,PRV,copula,They was
3816,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[<laugh>] They- they- this city girl, she was like,",231,PRV,copula,she was
3817,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"what is the problem? She was like,",232,PRV,copula,She was
3818,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"when it snow y'all shut everything down. She was like, it is not that serious. I said, yes it is for us. We're not used to no snow.",234,PRV,contracted,We're
3819,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"when it snow y'all shut everything down. She was like, it is not that serious. I said, yes it is for us. We're not used to no snow.",234,PRV,copula,She was
3820,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"we're trekking through the snow. I was like,",243,PRV,contracted,we're
