,source_file,speaker_id,utterance,utt_id,region_id,q_type,target
777,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"was here, we were just sitting here watching out the door and I said, /RD-NAME-1/ it looks like it's gonna continue raining.",1150,PRV,q_say,"and I said,"
778,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"And I said, /RD-NAME-1/ I think you better go over there and get /RD-NAME-2/,",1163,PRV,q_say,"And I said,"
779,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,And I said /RD-NAME-2/ why don't you spend the night over here with us,1174,PRV,q_say,And I said /
780,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"I said, yes, said uh,",1185,PRV,q_say,"I said,"
781,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"you all better get out of that house. I said, what's [wrong?]",1187,PRV,q_say,"I said,"
782,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"She said, I heard that the dam has- dyke has [burst.]",1189,PRV,q_say,"She said,"
783,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"And so my husband walked down, he said, I'm'a walk down there and see what's going on.",1198,PRV,q_say,"he said,"
784,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"so he said, I'm not gonna stay I'm going back home.",1216,PRV,q_say,"he said,"
785,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"I said, don't you do that, I said, you stay over here with us and just see you know, how it's gonna be.",1218,PRV,q_say,"I said,"
785,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"I said, don't you do that, I said, you stay over here with us and just see you know, how it's gonna be.",1218,PRV,q_say,"I said,"
786,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,And they were telling uh-,1235,PRV,q_tell,And they were telling uh-
787,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"But he said,",1250,PRV,q_say,"he said,"
788,PRV_se0_ag3_f_02_2,PRV_se0_ag3_f_02,"I said, that is so precious [and]",1504,PRV,q_say,"I said,"
789,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"North Carolina is [slow. You know?] I'm like, it is, you know, it's not like",116,PRV,q_like_contracted,"I'm like,"
790,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"we have busses and trains running every day. I said, honey,",123,PRV,q_say,"I said,"
791,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,I was like-,134,PRV,q_like_copula,I was like-
792,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"I was like, okay, I'm riding in a cab. [You know?]",138,PRV,q_like_copula,"I was like,"
793,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"When I got here, I was like, you know what, I wanna do better than better, so.",238,PRV,q_like_copula,"I was like,"
794,PRV_se0_ag1_f_01_3,PRV_se0_ag1_f_01,"And when I come back, I'm better than- <laugh> Cause like, now, when I was just got back, I was like, okay.",246,PRV,q_like_copula,"I was like,"
795,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"I got the job and he said I did it so good that he said- Like I told you, he said",302,PRV,q_say,he said-
796,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"[He figured] down to a hundred and fifty dollars a month. I said, can't pay that either. And he said, man, how much money you wanna pay on a new car?",525,PRV,q_say,"I said,"
796,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"[He figured] down to a hundred and fifty dollars a month. I said, can't pay that either. And he said, man, how much money you wanna pay on a new car?",525,PRV,q_say,"And he said,"
797,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"I said, look. I said, I don't make much money. I wanna pay just as less as I can.",527,PRV,q_say,"I said,"
797,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"I said, look. I said, I don't make much money. I wanna pay just as less as I can.",527,PRV,q_say,"I said,"
798,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"I went and got it and put it on the bed. She told me she'll pay me when her check comes. /She said,/ I haven't got it.",853,PRV,q_say,"She said,"
799,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"So I went back over there. I said, what does she want? When I went back over there,",863,PRV,q_say,"I said,"
800,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"she said,",865,PRV,q_say,"she said,"
801,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,She told me /it goes/- she didn't- t- belong to them.,895,PRV,q_tell,She told me /
802,PRV_se0_ag3_m_02_2,PRV_se0_ag3_m_02,"I told her, you can put that in mine now if you want to.",897,PRV,q_tell,"I told her,"
803,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[Cause last] week it was ridiculous it was [so hot.] We was like- in my dorm room, I was like,",58,PRV,q_like_copula,We was like-
803,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[Cause last] week it was ridiculous it was [so hot.] We was like- in my dorm room, I was like,",58,PRV,q_like_copula,"I was like,"
804,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"okay. I got air conditioning. When I go in my friend's room I'm like,",60,PRV,q_like_contracted,"I'm like,"
805,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I was like, no. I'm used to being here. I'm used to people in Princeville.",118,PRV,q_like_copula,"I was like,"
807,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"At times I was like, oh my Lord I'm tired of driving, but",144,PRV,q_like_copula,"I was like,"
808,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"Oh no, I said, no we have- we have ice.",223,PRV,q_say,"I said,"
809,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[<laugh>] They- they- this city girl, she was like,",231,PRV,q_like_copula,"she was like,"
810,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"what is the problem? She was like,",232,PRV,q_like_copula,"She was like,"
811,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"when it snow y'all shut everything down. She was like, it is not that serious. I said, yes it is for us. We're not used to no snow.",234,PRV,q_say,"I said,"
812,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"when it snow y'all shut everything down. She was like, it is not that serious. I said, yes it is for us. We're not used to no snow.",234,PRV,q_like_copula,"She was like,"
813,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"every- She said,",238,PRV,q_say,"She said,"
814,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"oh no, honey. We would truck- She said, only way we get out of school was a blizzard.",240,PRV,q_say,"She said,"
815,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"we're trekking through the snow. I was like,",243,PRV,q_like_copula,"I was like,"
816,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"like the girl she was saying, like, she- like, snow be right here honey. We gotta crawl over there, [do whatever] we gotta do, put on our hiking boots and go to class. I'm like,",272,PRV,q_say,"she was saying,"
817,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"like the girl she was saying, like, she- like, snow be right here honey. We gotta crawl over there, [do whatever] we gotta do, put on our hiking boots and go to class. I'm like,",272,PRV,q_like_contracted,"I'm like,"
818,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"be like, we gotta go to the grocery. We gotta get some groceries. I'm like,",297,PRV,q_like_contracted,"I'm like,"
819,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"the girl- She's from Jersey- [She was like,]",299,PRV,q_like_copula,"She was like,"
820,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"why- why are we- she said, why can I- why did I go to Walmart?",301,PRV,q_say,"she said,"
821,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I said, it's gonna snow. She was like,",305,PRV,q_say,"I said,"
822,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I said, it's gonna snow. She was like,",305,PRV,q_like_copula,"She was like,"
823,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"and? I was like,",307,PRV,q_like_copula,"I was like,"
824,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[No. No] bread. She was like, I ain't get no bread. I was like, <laugh> but I [did.]",317,PRV,q_like_copula,"She was like,"
824,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[No. No] bread. She was like, I ain't get no bread. I was like, <laugh> but I [did.]",317,PRV,q_like_copula,"I was like,"
825,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I'm like, um,",323,PRV,q_like_contracted,"I'm like,"
826,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And uh, she was like,",331,PRV,q_like_copula,"she was like,"
827,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"Why is the building- wh- why is it shaking? I'm like,",343,PRV,q_like_contracted,"I'm like,"
828,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,calm down. We calm on the f- hurricane? We were like-,345,PRV,q_like_copula,We were like-
829,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"people from North Carolina, they was like,",347,PRV,q_like_copula,"they was like,"
830,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"she was like, y'all ain't stressing about um-",351,PRV,q_like_copula,"she was like,"
831,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"She was like,",354,PRV,q_like_copula,"She was like,"
832,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"now y'all stressing about snow but when the hurricane come y'all s- she said, y'all too calm.",356,PRV,q_say,"she said,"
833,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[And then this is the girl from] DC- Jersey. She was like, uh-huh. She was like, I got to go home. I'm like,",358,PRV,q_like_copula,"She was like,"
833,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[And then this is the girl from] DC- Jersey. She was like, uh-huh. She was like, I got to go home. I'm like,",358,PRV,q_like_copula,"She was like,"
834,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[And then this is the girl from] DC- Jersey. She was like, uh-huh. She was like, I got to go home. I'm like,",358,PRV,q_like_contracted,"I'm like,"
835,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[They was going off. They was like,]",376,PRV,q_like_copula,"They was like,"
836,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"Or a lake- I'm like, it's not a tornado. It's a hurricane. You know?",386,PRV,q_like_contracted,"I'm like,"
837,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"She was like, d- do you we have another shelter place to go to?",388,PRV,q_like_copula,"She was like,"
838,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"A tight building- I'm like,",390,PRV,q_like_contracted,"I'm like,"
839,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And [you know], evacuate, but it- it- it- it was- th- and then I was like, okay, but it wont- I seen worse hurricanes",420,PRV,q_like_copula,"I was like,"
840,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"You know, and I was like, mkay. You know? So",484,PRV,q_like_copula,"and I was like,"
841,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"and the water was like this. I was like,",496,PRV,q_like_copula,"I was like,"
842,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And um, she called us- she was like, if I call you back in like three or four hours and tell you to-",508,PRV,q_like_copula,"she was like,"
843,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"she said,",510,PRV,q_say,"she said,"
844,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"she's like, if I call you back,",522,PRV,q_like_contracted,"she's like,"
845,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"twelve or one o'clock, and she was like,",529,PRV,q_like_copula,"and she was like,"
846,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"and um, we started looking. We was like-",543,PRV,q_like_copula,We was like-
847,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"My grandmother stops. She was- I was like, whatchu stopping for? She was like,",545,PRV,q_like_copula,"I was like,"
847,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"My grandmother stops. She was- I was like, whatchu stopping for? She was like,",545,PRV,q_like_copula,"She was like,"
848,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"you see that water rush across there? I was like, you- we're gonna have to go through this water because",547,PRV,q_like_copula,"I was like,"
849,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I am not getting trapped. You know, and I was like, grandma if you don't wanna do it, I will drive this-",549,PRV,q_like_copula,"and I was like,"
850,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"like a little river just flowing across there. [And uh], we saw a man going across there on his bicycle, so we was like,",561,PRV,q_like_copula,"we was like,"
851,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And um, we was like, is this- You know, still hadn't hit you. Is this real?",601,PRV,q_like_copula,"we was like,"
852,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"she just got off work. She went home and like, she said she woke up, she was like-",617,PRV,q_like_copula,she was like-
853,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,I think she- she stepped down. She felt water on her feet. She was like-,621,PRV,q_like_copula,She was like-
854,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like- she just started panicking. It was water already in the house like- she was like,",623,PRV,q_like_copula,And she was like-
854,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like- she just started panicking. It was water already in the house like- she was like,",623,PRV,q_like_copula,"she was like,"
855,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"God help us. She said, I cannot swim. Help us.",625,PRV,q_say,"She said,"
856,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like, some- the kids there they knew how to swim but she didn't. But",635,PRV,q_like_copula,"And she was like,"
857,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I was all, I can deal with this. This is nothing, [okay?]",719,PRV,q_all_copula,"I was all,"
858,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"you know, water was already under her house. We was like, huh?",768,PRV,q_like_copula,"We was like,"
859,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And um, certain people took risk and they went through there, and they was like-",801,PRV,q_like_copula,and they was like-
860,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"leaning like- And I'm like, how did it lean that way?",841,PRV,q_like_contracted,"And I'm like,"
861,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"made a little hole, and he was like, okay.",858,PRV,q_like_copula,"and he was like,"
862,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And um, we was like,",860,PRV,q_like_copula,"we was like,"
863,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I was like, oh God (whispered). [It was-] it was- it was-",897,PRV,q_like_copula,"I was like,"
864,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"Cause /everybody/- and one person I know, he um- when he got back, he was like,",935,PRV,q_like_copula,"he was like,"
865,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"it happened so fast I didn't think to let my dog go. But he was like, but he got it- he was just-",937,PRV,q_like_copula,"he was like,"
866,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"He was still in the same spot, but he had a chain. He was like-",939,PRV,q_like_copula,He was like-
867,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"and he was like,",942,PRV,q_like_copula,"and he was like,"
868,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"from- uh- for awhile, you know, we thought like,",946,PRV,q_think,"we thought like,"
869,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I look in and I'm like, God.",1096,PRV,q_like_contracted,"and I'm like,"
870,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,[And I think-],1107,PRV,q_think,And I think-
871,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"great. I was like, mm,",1144,PRV,q_like_copula,"I was like,"
873,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,she said-,1176,PRV,q_say,she said-
874,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"she said, where you say you're from?",1178,PRV,q_say,"she said,"
875,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I said, I'm from Princeville, and she was like, <gasp>",1180,PRV,q_say,"I said,"
876,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I said, I'm from Princeville, and she was like, <gasp>",1180,PRV,q_like_copula,"and she was like,"
877,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she said, do you know that",1188,PRV,q_say,"And she said,"
878,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"our camp made us get up one morning and said, we're going to Princeville to help rebuild the town. And she was like,",1190,PRV,q_like_copula,"And she was like,"
879,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And uh, I was like, really? It's like,",1196,PRV,q_like_copula,"I was like,"
880,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"[I took her] home, and she was like,",1203,PRV,q_like_copula,"and she was like,"
881,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like,",1208,PRV,q_like_copula,"And she was like,"
882,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"we did- we um, took and threw trash away out of this house. And I was like, really? She was like,",1209,PRV,q_like_copula,"And I was like,"
882,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"we did- we um, took and threw trash away out of this house. And I was like, really? She was like,",1209,PRV,q_like_copula,"She was like,"
883,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I remember coming over here. She was like, I don't remember what house, and I was like, this is my grandmother house.",1211,PRV,q_like_copula,"She was like,"
883,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I remember coming over here. She was like, I don't remember what house, and I was like, this is my grandmother house.",1211,PRV,q_like_copula,"and I was like,"
884,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like,",1213,PRV,q_like_copula,"And she was like,"
885,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,you got to be kidding me. [She was like-],1215,PRV,q_like_copula,She was like-
886,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"She did her face. I was like, why'd you do that? She was like, cause um, I looked at it when we came through the first time. We was like, oh my Lord.",1217,PRV,q_like_copula,"I was like,"
886,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"She did her face. I was like, why'd you do that? She was like, cause um, I looked at it when we came through the first time. We was like, oh my Lord.",1217,PRV,q_like_copula,"She was like,"
886,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"She did her face. I was like, why'd you do that? She was like, cause um, I looked at it when we came through the first time. We was like, oh my Lord.",1217,PRV,q_like_copula,"We was like,"
887,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And like, she was going there, she was like, it look good. It look real [good, g- it look good. I was like,]",1219,PRV,q_like_copula,"she was like,"
887,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And like, she was going there, she was like, it look good. It look real [good, g- it look good. I was like,]",1219,PRV,q_like_copula,"I was like,"
888,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"she get- she gotta get used to it now. She like, oh I gotta hit the switch and get some heat, [I didn't- you know-]",1267,PRV,q_like_zero,"She like,"
889,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"girl I got central air now. I'm like, it's great. [It's- it's-] it's really [good that]",1270,PRV,q_like_contracted,"I'm like,"
890,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"then so I told you before that night that the water started coming up in the yard, we were like,",1342,PRV,q_like_copula,"we were like,"
891,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"what is going on? You know, I'm like,",1344,PRV,q_like_contracted,"I'm like,"
893,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"mkay, you know. I mean the water was coming up, so we was like, okay we need to go to somebody else house. So we went- that's when we went to my uncle house.",1354,PRV,q_like_copula,"we was like,"
894,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"from the [wind, just- it's] [we was like-]",1367,PRV,q_like_copula,we was like-
895,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"We was like, oh.",1371,PRV,q_like_copula,"We was like,"
896,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like,",1380,PRV,q_like_copula,"And she was like,"
897,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like, yeah he staying with so and so so. She was like,",1450,PRV,q_like_copula,"And she was like,"
897,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like, yeah he staying with so and so so. She was like,",1450,PRV,q_like_copula,"She was like,"
898,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"<ts> And he called and he told her, I'm safe. I'm in a safe place.",1462,PRV,q_tell,"and he told her,"
899,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"They was like,",1464,PRV,q_like_copula,"They was like,"
900,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"The flood took it [away? She like-] Cause she don't know, you know. But",1558,PRV,q_like_zero,She like-
901,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"okay. My grandma's like- I said, well- she said, well I put it out. I was like,",1584,PRV,q_say,"I said,"
901,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"okay. My grandma's like- I said, well- she said, well I put it out. I was like,",1584,PRV,q_say,"she said,"
902,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"okay. My grandma's like- I said, well- she said, well I put it out. I was like,",1584,PRV,q_like_copula,"I was like,"
903,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"I called her not to long ago, and she was like, they're having a good time.",1694,PRV,q_like_copula,"and she was like,"
904,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"and um, she was like, the um- My little cousin is in",1729,PRV,q_like_copula,"she was like,"
905,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"and she was like, she's- hey /RD-NAME-2/, she saw her, you [know, and] um,",1733,PRV,q_like_copula,"and she was like,"
906,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"So if they go,",1739,PRV,q_go,"they go,"
907,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,She's like- she tutors.,1761,PRV,q_like_contracted,She's like-
908,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"So you- and she's like, you have to be dedicated.",1843,PRV,q_like_contracted,"and she's like,"
909,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like, some children, you can just get mad at- she said /??/- she s- she would say you- you can get mad at them for what they do,",1845,PRV,q_say,she said /
910,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And she was like, some children, you can just get mad at- she said /??/- she s- she would say you- you can get mad at them for what they do,",1845,PRV,q_like_copula,"And she was like,"
911,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"she love kids to a certain extent. [You know, if they] start acting up, but she was like,",1854,PRV,q_like_copula,"she was like,"
912,PRV_se0_ag1_f_01_1,PRV_se0_ag1_f_01,"And I couldn't- I was like, Penn State? Like,",1917,PRV,q_like_copula,"I was like,"
913,PRV_se0_ag3_f_02_1,PRV_se0_ag3_f_02,"He said, uh, my mom would come and call, [/RD-NAME-2/.]",371,PRV,q_say,"He said,"
914,PRV_se0_ag3_f_02_1,PRV_se0_ag3_f_02,"And he said, don't you get on the Tom walkers.",553,PRV,q_say,"And he said,"
915,PRV_se0_ag3_f_02_1,PRV_se0_ag3_f_02,"I tell her, no [no. <laugh>]",613,PRV,q_tell,"I tell her,"
916,PRV_se0_ag3_f_02_1,PRV_se0_ag3_f_02,"And I say, we have really grown because now we have it every Sunday.",801,PRV,q_say,"And I say,"
917,PRV_se0_ag3_f_02_1,PRV_se0_ag3_f_02,"And I thought about it I said, now do I wanna get involved [in this?]",1675,PRV,q_say,"I said,"
918,PRV_se0_ag3_m_02_3,PRV_se0_ag3_m_02,and I went-,24,PRV,q_go,and I went-
919,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,I thought /unintelligible/,208,PRV,q_think,I thought /
920,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"Ain't got nowhere to get. My water's coming. I said, wait a minute. I can't get out myself.",336,PRV,q_say,"I said,"
921,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"and I didn't see her. I said, oh Lord. That girl's still in the house over there.",349,PRV,q_say,"I said,"
922,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"I said, come on.",353,PRV,q_say,"I said,"
923,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"And then she pop a light on. I said, girl, you better come on cause the water's coming.",367,PRV,q_say,"I said,"
924,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"went like this and Lord I- I said, Lord, Jesus,",376,PRV,q_say,"I said,"
925,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"told- and my husband went to the door. And he said, everybody done gone away from back here.",476,PRV,q_say,"And he said,"
926,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"And I said, what?",478,PRV,q_say,"And I said,"
927,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"I said, ma, I said,",488,PRV,q_say,"I said,"
927,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"I said, ma, I said,",488,PRV,q_say,"I said,"
928,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"I said, Lord have mercy. I hope that",530,PRV,q_say,"I said,"
929,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"I said, what about my mama? She in a wheelchair.",566,PRV,q_say,"I said,"
930,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"I said, what-",568,PRV,q_say,"I said,"
931,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"I said, I know they ain't gonna let her stay back there.",570,PRV,q_say,"I said,"
932,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"then I saw the uh- the rescue squad. I said,",584,PRV,q_say,"I said,"
933,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,f- I heard- I said /maybe/ that's my mama.,590,PRV,q_say,I said /
934,PRV_se0_ag3_f_03_1,PRV_se0_ag2_f_03,"/grounded/. I said, no Ma.",601,PRV,q_say,"I said,"
935,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"And I just- I just went- I said, Lord Jesus.",635,PRV,q_say,"I said,"
936,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"Said you going /RD-NAME-1/? I'm going to. I said, get in the car, let's go.",705,PRV,q_say,"I said,"
937,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"And I couldn't go no- I said, Lord have mercy. Jesus.",744,PRV,q_say,"I said,"
938,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,And they had thought /about/ /RD-ADDRESS-6/,861,PRV,q_think,And they had thought /
939,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,So I think /RD-NAME-2/,867,PRV,q_think,I think /
940,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"/Yeah a lot of people/ love Tarboro, love Princeville. I think /?/.",1179,PRV,q_think,I think /
941,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"[Yeah, it's] on the map. I think- and more people coming back to Princeville now.",1185,PRV,q_think,I think-
942,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"More people coming back to live over here. I said, it's [nice.]",1188,PRV,q_say,"I said,"
943,PRV_se0_ag3_f_03_1,PRV_se0_ag3_f_03,"left me over here and built me a home over here in Southern Terrace. I said, that's my blessing.",1249,PRV,q_say,"I said,"
